"CPUName","CPUPrice","CPUScore"
"Intel Core i3-540 @ 3.07GHz",60,1536
"Intel Celeron N4020C @ 1.10GHz",NA,1534
"Rockchip RK3399 Excavator Board edp avb (Android)",NA,1533
"AMD A4-6320 APU",69.99,1530
"AMD A4-7300 APU",18.47,1529
"AMD A8 PRO-7150B APU",NA,1528
"Samsung A13 USA SINGLE REV02B board based on EXYNO",NA,1528
"Intel Core i3-2120T @ 2.60GHz",50,1528
"Intel Pentium 4405Y @ 1.50GHz",NA,1526
"Intel Core i7-640LM @ 2.13GHz",NA,1525
"Mediatek MT8768A",NA,1524
"Intel Xeon X5270 @ 3.50GHz",NA,1524
"AMD A9-9410",NA,1522
"AMD Phenom 9750B Quad-Core",NA,1520
"Intel Celeron G1610 @ 2.60GHz",37,1519
"Intel Xeon E5504 @ 2.00GHz",29,1519
"Qualcomm Technologies, Inc SDA450",NA,1518
"AMD Athlon X3 425",NA,1516
"Intel Core i5-4302Y @ 1.60GHz",NA,1516
"AMD E2-7110 APU",NA,1515
"Qualcomm Technologies, Inc MSM8956",NA,1515
"Apple A8",NA,1515
"AMD Opteron X3216 APU",NA,1514
"AMD A9-9425",NA,1513
"Intel Core i5-4202Y @ 1.60GHz",NA,1511
"AMD Opteron 2354",285.19,1509
"Intel Core i5-4300Y @ 1.60GHz",NA,1505
"AMD Phenom II X4 900e",NA,1505
"AMD Athlon X2 370K Dual Core",NA,1504
"AMD A6-6400K APU",75,1504
"AMD A4-6210 APU",NA,1503
"Intel Core i3-2100T @ 2.50GHz",214.57,1501
"Intel Core i3-530 @ 2.93GHz",40,1501
"Intel Celeron 2970M @ 2.20GHz",NA,1501
"AMD A9-9420",NA,1498
"ZHAOXIN KaiXian ZX-D D4600@2.0GHz",NA,1492
"ARM Cortex-A76 4 Core 1500 MHz",NA,1488
"Qualcomm Technologies, Inc SDM439",NA,1482
"Intel Celeron 3955U @ 2.00GHz",NA,1478
"Intel Core m5-7Y54 @ 1.20GHz",NA,1475
"Pentium Dual-Core E6000 @ 3.46GHz",NA,1472
"Intel Xeon E7320 @ 2.13GHz",NA,1469
"Intel Xeon E5320 @ 1.86GHz",38.75,1469
"Intel Celeron J4025 @ 2.00GHz",NA,1467
"Intel Celeron 3867U @ 1.80GHz",107,1467
"MediaTek MT6762V/WA",NA,1466
"AMD Phenom 8600B Triple-Core",14.95,1464
"Intel Core i3-4020Y @ 1.50GHz",NA,1463
"AMD A6-5400B APU",28.94,1459
"AMD A4 PRO-7300B APU",NA,1458
"Spreadtrum SC9863A",NA,1457
"Rockchip RK3399 Board (Android)",NA,1456
"AMD Phenom 9450e Quad-Core",105,1455
"Qualcomm MSM8996",NA,1455
"Intel Pentium J3710 @ 1.60GHz",NA,1453
"Intel Xeon X5272 @ 3.40GHz",140,1451
"AMD Phenom II X3 700e",NA,1451
"AMD Opteron 1354",238.01,1449
"MediaTek MT6762V/WB",NA,1449
"Intel Xeon E5240 @ 3.00GHz",88.78,1448
"AMD A6-3430MX APU",NA,1448
"AMD A8-3520M APU",55,1448
"Intel Pentium G860 @ 3.00GHz",70,1448
"Intel Core i5-2467M @ 1.60GHz",NA,1448
"AMD Phenom 8750 Triple-Core",NA,1445
"ARM Cortex-A73 6 Core 2016 MHz",NA,1445
"AMD A6-8500P",NA,1445
"AMD Phenom II X2 565",168.87,1442
"AMD Athlon II X3 415e",75,1441
"AMD Athlon X3 440",87.99,1438
"Intel Pentium G850 @ 2.90GHz",33.29,1435
"Intel Pentium G6960 @ 2.93GHz",NA,1433
"Unisoc SC9863a",NA,1432
"Intel Pentium G2020T @ 2.50GHz",47.6,1430
"Intel Xeon E3113 @ 3.00GHz",9.79,1429
"Intel Pentium G645 @ 2.90GHz",41.58,1428
"Intel Celeron 5205U @ 1.90GHz",107,1427
"AMD A10 Micro-6700T APU",NA,1426
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",NA,1426
"AMD A4-6300 APU",42.02,1426
"Intel Celeron N4000 @ 1.10GHz",107,1425
"Samsung M13 EUR OPEN REV02 board based on EXYNOS85",NA,1425
"Intel Atom C2558 @ 2.40GHz",136,1424
"AMD Phenom II X3 740",88.99,1424
"Unisoc T310",NA,1422
"Intel Atom C2550 @ 2.40GHz",NA,1422
"AMD A6-3500 APU",60.23,1420
"Qualcomm Technologies, Inc MSM8996",NA,1420
"AMD GX-415GA SOC",NA,1415
"Hisilicon Kirin 930",NA,1415
"AMD Phenom 9150e Quad-Core",247.5,1414
"Intel Pentium 2030M @ 2.50GHz",134,1413
"Intel Core i7-2610UE @ 1.50GHz",NA,1409
"Intel Xeon E3120 @ 3.16GHz",NA,1408
"Intel Core2 Duo E8290 @ 2.83GHz",NA,1408
"Intel Xeon E3-1220L v3 @ 1.10GHz",NA,1407
"MT8176",NA,1406
"Intel Celeron 1020E @ 2.20GHz",44.99,1406
"Intel Core i7-620LM @ 2.00GHz",NA,1406
"Intel Celeron N4000C @ 1.10GHz",NA,1406
"AMD A8-3500M APU",59.95,1400
"Intel Pentium 3825U @ 1.90GHz",NA,1399
"Unisoc SC9863A1",NA,1399
"MT6750V/C",NA,1396
"AMD Phenom II X2 B59",48.02,1396
"AMD Phenom II X2 570",NA,1395
"Intel Pentium N3710 @ 1.60GHz",NA,1390
"MT6755V/WS",NA,1389
"AMD Athlon 5150 APU",98.86,1388
"Intel Celeron G555 @ 2.70GHz",75,1388
"AMD Phenom II P960 Quad-Core",39.12,1386
"AMD E1-6050J APU ",NA,1385
"Intel Xeon L5310 @ 1.60GHz",112.5,1385
"Intel Pentium 4410Y @ 1.50GHz",613.4,1384
"Intel Pentium G6951 @ 2.80GHz",74,1383
"Samsung EXYNOS5430",NA,1380
"Intel Core2 Duo E8600 @ 3.33GHz",76.46,1380
"Intel Pentium 2020M @ 2.40GHz",134,1380
"ZHAOXIN Z3-6540M@2.1+GHz",NA,1378
"AMD Phenom II X2 560",17.72,1375
"MT6763V/WT",NA,1375
"AMD Phenom II X2 521",NA,1374
"Intel Core i3-2370M @ 2.40GHz",38.02,1371
"ARM Cortex-A73 4 Core 1844 MHz",NA,1368
"Intel Celeron 4205U @ 1.80GHz",107,1367
"Intel Core i3-3217UE @ 1.60GHz",NA,1362
"Intel Core i3-4010Y @ 1.30GHz",NA,1358
"AMD A4-5300 APU",26.95,1357
"AMD PRO A6-9500B",NA,1357
"AMD Athlon II X2 280",76.89,1355
"Qualcomm",NA,1354
"Intel Core i3-2332M @ 2.20GHz",NA,1353
"VIA QuadCore C4650@2.0GHz",NA,1352
"Intel Pentium G640 @ 2.80GHz",30,1349
"Qualcomm Technologies, Inc SDM450",NA,1348
"AMD A4-5100 APU",NA,1346
"Intel Pentium 3560M @ 2.40GHz",37.99,1345
"Intel Xeon L3110 @ 3.00GHz",NA,1338
"Intel Xeon L5240 @ 3.00GHz",31.4,1337
"Intel Pentium G630 @ 2.70GHz",31.36,1334
"AMD Athlon II X3 405e",112.9,1331
"AMD A6-9225",NA,1331
"AMD A8-4555M APU",NA,1331
"Intel Pentium 3550M @ 2.30GHz",215.92,1330
"Intel Atom x7-Z8700 @ 1.60GHz",73.63,1330
"AMD A9-9400",NA,1329
"AMD A4-5050 APU",NA,1328
"AMD A4-6300B APU",27.95,1328
"Intel Celeron G1610T @ 2.30GHz",14.98,1327
"AMD Athlon X2 280",33.49,1327
"Intel Core i5 750S @ 2.40GHz",140,1326
"AMD Phenom II N870 Triple-Core",NA,1324
"Intel Core i5-480M @ 2.67GHz",80.6,1324
"Intel Xeon @ 2.20GHz",NA,1324
"MT8768WE",NA,1323
"Intel Celeron 3865U @ 1.80GHz",NA,1321
"AMD Athlon II X3 400e",25.49,1320
"AMD Phenom II P940 Quad-Core",NA,1319
"AMD Opteron 2393 SE",NA,1317
"Qualcomm Snapdragon 810",NA,1316
"ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz",NA,1312
"ARM Cortex-A73 6 Core 1992 MHz",NA,1311
"AMD Athlon X2 340 Dual Core",94.97,1307
"Intel Xeon E5310 @ 1.60GHz",49,1306
"ARM Cortex-A15 4 Core 1500 MHz",NA,1304
"AMD A6-9230",NA,1303
"AMD Athlon II X2 270",38.04,1301
"AMD Phenom II N850 Triple-Core",25,1298
"AMD Phenom X4 Quad-Core GP-9500",NA,1297
"AMD A4-5000 APU",NA,1297
"Intel Core i5-460M @ 2.53GHz",129.95,1296
"AMD Phenom II X2 555",13.03,1296
"ARM Cortex-A72 4 Core 2400 MHz",NA,1295
"AMD Athlon X2 450",NA,1295
"Intel Core i3-3227U @ 1.90GHz",NA,1294
"AMD A6-3420M APU",NA,1294
"Intel Xeon X3210 @ 2.13GHz",185.71,1293
"MT6795",NA,1290
"Intel Atom x7-Z8750 @ 1.60GHz",NA,1289
"Intel Core i7-660UM @ 1.33GHz",NA,1284
"AMD A6-9220",NA,1283
"AMD Phenom 8850B Triple-Core",NA,1281
"Unisoc UIS8581E",NA,1279
"AMD Phenom 9100e Quad-Core",34.95,1279
"Intel Core i3-4012Y @ 1.50GHz",NA,1278
"MT6755",NA,1278
"AMD Sempron 240",36.1,1278
"Intel Core i3-390M @ 2.67GHz",38.95,1276
"Intel Celeron 1020M @ 2.10GHz",NA,1275
"AMD A6-5400K APU",52.02,1275
"Intel Core i3-2348M @ 2.30GHz",NA,1274
"Intel Core2 Duo E8500 @ 3.16GHz",19.74,1273
"MediaTek MT6762V/CA",NA,1272
"AMD Embedded G-Series GX-224IJ Radeon R4E",NA,1271
"MT6750V/DN",NA,1271
"AMD Athlon II X2 B28",39.02,1269
"Samsung M13 SWA INS 00 board based on EXYNOS850",NA,1269
"AMD A4-4020 APU",105.37,1268
"AMD Athlon II X2 265",12.45,1267
"XTRONS_IX",NA,1266
"Intel Celeron J3160 @ 1.60GHz",NA,1266
"AMD Phenom II X2 511",NA,1265
"AMD A6-3410MX APU",3.99,1263
"AMD Phenom II X620 Dual-Core",NA,1262
"Intel Core i3-330E @ 2.13GHz",NA,1260
"AMD Phenom II X2 B57",NA,1260
"Intel Celeron G550 @ 2.60GHz",49,1259
"AMD Phenom 8450e Triple-Core",NA,1257
"Intel Core i3-2350M @ 2.30GHz",37.04,1256
"Qualcomm MSM8992",NA,1255
"ARM Cortex-A72 4 Core 2394 MHz",NA,1254
"Intel Pentium G840 @ 2.80GHz",57.64,1253
"Intel Pentium N3700 @ 1.60GHz",444.78,1253
"Intel Celeron 3765U @ 1.90GHz",NA,1252
"AMD Phenom II P860 Triple-Core",NA,1250
"Intel Pentium A1020 @ 2.41GHz",NA,1249
"Intel Pentium J2900 @ 2.41GHz",NA,1249
"Rockchip RK",NA,1246
"AMD A4-5300B APU",25.95,1243
"ARM Cortex-A73 6 Core 1896 MHz",NA,1242
"Intel Xeon E3110 @ 3.00GHz",199.95,1242
"BCM2835",NA,1239
"Intel Pentium G6950 @ 2.80GHz",37.5,1238
"Intel Core i5-450M @ 2.40GHz",31.95,1238
"Intel Xeon X5260 @ 3.33GHz",13,1238
"Intel Core i3-2328M @ 2.20GHz",150.11,1237
"Intel Atom x5-Z8500 @ 1.44GHz",62.57,1236
"Intel Celeron 2950M @ 2.00GHz",NA,1234
"MediaTek MT6762G",NA,1231
"Intel Core i3-2330M @ 2.20GHz",39.95,1230
"AMD A6-9210",NA,1230
"Samsung A13 EUR OPEN REV02B board based on EXYNOS8",NA,1230
"MT6755M",NA,1229
"ARM Cortex-A57 4 Core 2014 MHz",NA,1229
"AMD Phenom X4 Quad-Core GP-9530",NA,1228
"Intel Pentium G645T @ 2.50GHz",223.84,1228
"Intel Core i3-3217U @ 1.80GHz",199,1225
"Nvidia Tegra T132",NA,1224
"Intel Core i5-2537M @ 1.40GHz",NA,1223
"AMD Phenom II X3 705e",152.34,1222
"Intel Core i3-2310M @ 2.10GHz",39.95,1222
"AMD Phenom II N830 Triple-Core",NA,1222
"AMD Phenom II X2 545",43.98,1222
"AMD A4-9120",NA,1221
"AMD A6-5350M APU",33.12,1221
"MT6755V/BM",NA,1219
"Intel Celeron 3855U @ 1.60GHz",89.28,1219
"AMD Phenom 8650 Triple-Core",19,1218
"AMD PRO A6-7350B",NA,1218
"Intel Core2 Duo T9800 @ 2.93GHz",423.89,1216
"AMD Phenom 8450 Triple-Core",149.95,1216
"AMD R-272F APU",NA,1215
"Mediatek MT8365",NA,1214
"Intel Pentium G620 @ 2.60GHz",12,1212
"AMD A4-9125",NA,1211
"AMD Phenom 8600 Triple-Core",52.99,1210
"Intel Pentium A1018 @ 2.10GHz",NA,1210
"AMD Athlon II X2 B26",24.95,1206
"Intel Core2 Duo E8400 @ 3.00GHz",76.99,1206
"Intel Core i5-430M @ 2.27GHz",129.95,1204
"Intel Pentium N3540 @ 2.16GHz",250.87,1200
"MT8175B",NA,1199
"AMD Opteron 2222",19,1198
"Intel Core i3-380M @ 2.53GHz",49.95,1198
"Intel Celeron J3355 @ 2.00GHz",NA,1197
"ROC-RK3568-PC HDMI (Android)",NA,1197
"Intel Core i7-680UM @ 1.47GHz",NA,1196
"Intel Celeron 3965Y @ 1.50GHz",107,1194
"Intel Celeron N3150 @ 1.60GHz",NA,1192
"Intel Pentium N3530 @ 2.16GHz",NA,1192
"AMD A6-3400M APU",24.45,1191
"Intel Atom Z3795 @ 1.60GHz",NA,1188
"AMD Phenom 8750B Triple-Core",NA,1188
"Intel Core2 Duo T9900 @ 3.06GHz",398.95,1187
"Intel Celeron N3160 @ 1.60GHz",349,1187
"MediaTek MT6750T",NA,1187
"ARM Cortex-A73 4 Core 2100 MHz",NA,1185
"AMD Phenom II X2 B55",37.95,1183
"Intel Core i7-640UM @ 1.20GHz",NA,1183
"ARM Cortex-A72 6 Core 1512 MHz",NA,1183
"Intel Pentium E6700 @ 3.20GHz",13.99,1182
"Intel Celeron 3755U @ 1.70GHz",NA,1182
"Intel Celeron G540 @ 2.50GHz",11.03,1181
"Intel Pentium 3805U @ 1.90GHz",NA,1180
"Qualcomm MSM8939",NA,1180
"Samsung EXYNOS5433",NA,1178
"AMD Athlon II X2 260",12.49,1178
"Mediatek MT6761",NA,1177
"Intel Pentium E6800 @ 3.33GHz",24.95,1177
"AMD Athlon II X2 255",12.55,1175
"Mediatek MT8766B",NA,1172
"Intel Pentium E6500 @ 2.93GHz",83.6,1172
"AMD Athlon II X2 245e",19.97,1171
"Intel Core2 Extreme X9100 @ 3.06GHz",851,1171
"ARM Cortex-A57 4 Core 1734 MHz",NA,1170
"ARM Cortex-A57 4 Core 2091 MHz",NA,1170
"AMD Phenom II X2 550",41.35,1167
"AMD A6-5357M APU",NA,1165
"AMD Phenom II X640 Dual-Core",NA,1165
"Intel Pentium E5800 @ 3.20GHz",58,1164
"AMD Phenom 8400 Triple-Core",NA,1164
"Intel Xeon W3505 @ 2.53GHz",14.86,1161
"MT6757WH",NA,1161
"AMD Athlon II X2 250",34.95,1160
"Rockchip RK3566 HD15 Board",NA,1160
"ARM Cortex-A15 8 Core 1400 MHz",NA,1160
"Intel Core i3-2312M @ 2.10GHz",NA,1159
"MTK6757",NA,1158
"Intel Core i3-370M @ 2.40GHz",24.95,1156
"Intel Atom x5-Z8550 @ 1.44GHz",NA,1156
"AMD QC-4000",NA,1155
"AMD Athlon II X2 250e",76.73,1155
"MediaTek MT6750V/WT",NA,1153
"AMD E2-3800 APU",NA,1152
"UGOOS UT8 Board",NA,1152
"AMD A8-7050",NA,1152
"Intel Celeron J1900 @ 1.99GHz",NA,1151
"Intel Core2 Duo E7600 @ 3.06GHz",119.95,1151
"AMD Sempron 3850 APU",47.57,1150
"Intel Core2 Duo P9700 @ 2.80GHz",NA,1149
"MediaTek MT6753T",NA,1149
"AMD A6 Micro-6500T APU",NA,1146
"Intel Pentium N3520 @ 2.16GHz",NA,1146
"AMD A4-4000 APU",19.95,1145
"AMD Phenom 8850 Triple-Core",NA,1142
"ARM Cortex-A15 4 Core 1400 MHz",NA,1141
"Intel Core2 Duo E7500 @ 2.93GHz",99.63,1141
"Intel Pentium G640T @ 2.40GHz",83.02,1139
"Intel Core2 Extreme X7800 @ 2.60GHz",NA,1138
"AMD Phenom II X2 B53",NA,1137
"Intel Celeron G540T @ 2.10GHz",NA,1137
"Intel Core2 Duo E6850 @ 3.00GHz",51.2,1130
"Intel Pentium E6600 @ 3.06GHz",50,1128
"AMD E2-6110 APU",NA,1128
"AMD PRO A6-8530B",NA,1127
"mocha",NA,1125
"Qualcomm Technologies, Inc SCUBAPIIOT",NA,1123
"Intel Celeron G530 @ 2.40GHz",19.99,1123
"MT8768WD",NA,1122
"AMD A6-5345M APU",NA,1122
"Intel Core2 Duo E8200 @ 2.66GHz",75.99,1121
"AMD Athlon II X2 B24",24.1,1120
"Intel Xeon W3503 @ 2.40GHz",9.99,1118
"AMD PRO A4-4350B",NA,1118
"Intel Xeon L5320 @ 1.86GHz",69.99,1118
"AMD A6-9200",NA,1116
"AMD Phenom 8250 Triple-Core",NA,1114
"Intel Xeon 3075 @ 2.66GHz",349.95,1112
"Intel Core2 Duo E8135 @ 2.66GHz",NA,1112
"AMD Athlon II X2 245",39.88,1110
"Intel Atom x6214RE @ 1.40GHz",47,1109
"Intel Celeron 1005M @ 1.90GHz",NA,1108
"AMD A9-9420e",NA,1107
"Intel Celeron N3350 @ 1.10GHz",275.49,1107
"AMD Opteron 2220",1297.83,1106
"Rockchip RK3568 EVB7 DDR4 V10 Board",NA,1106
"AMD Athlon II X2 210e",28.49,1105
"Intel Core2 Extreme X7900 @ 2.80GHz",159.95,1104
"Intel Core2 Duo E8435 @ 3.06GHz",59.99,1104
"Qualcomm Technologies, Inc MSM8937",NA,1099
"Intel Core2 Extreme X9000 @ 2.80GHz",409.95,1099
"Intel Core2 Extreme X6800 @ 2.93GHz",263.64,1095
"AMD GX-412HC",NA,1095
"AMD E2-9010",NA,1093
"Intel Celeron 2002E @ 1.50GHz",86,1091
"Intel Core i7-620UM @ 1.07GHz",NA,1091
"MT6755V/WM",NA,1090
"Intel Pentium G630T @ 2.30GHz",84.07,1090
"AMD Opteron 1222",NA,1089
"Qualcomm MSM 8939 HUAWEI KIW-L21",NA,1088
"Intel Core2 Duo P9600 @ 2.66GHz",NA,1088
"Intel Pentium B970 @ 2.30GHz",50.99,1088
"Intel Pentium B980 @ 2.40GHz",35.81,1087
"AMD A4-3400 APU",134.09,1086
"Intel Celeron G1101 @ 2.27GHz",19.77,1086
"Qualcomm MSM 8939 HUAWEI TEXAS-A1",NA,1085
"Intel Pentium E5700 @ 3.00GHz",14.99,1084
"AMD Phenom 8250e Triple-Core",46.99,1084
"Rockchip RK3568 EVB1 DDR4 V10 Board",NA,1084
"Intel Core i3-350M @ 2.27GHz",29,1084
"AMD Phenom II N660 Dual-Core",89,1083
"Intel Celeron 3215U @ 1.70GHz",NA,1083
"AMD A4 Micro-6400T APU",NA,1082
"MT8732T",NA,1081
"Rockchip RK3566 BOX DEMO V10 ANDROID Board",NA,1079
"AMD Athlon II X2 235e",97.5,1079
"AMD Phenom X3 8550",28.02,1079
"AMD Phenom II P840 Triple-Core",NA,1079
"Grandstream GXV3480 Video Phone",NA,1078
"Qualcomm Technologies, Inc MSM8994",NA,1076
"Intel Celeron G550T @ 2.20GHz",NA,1074
"MT8768WB",NA,1074
"Intel Core2 Duo T9600 @ 2.80GHz",54.95,1073
"AMD A6-1450 APU",NA,1072
"DO-Regular",NA,1070
"MT6755BM",NA,1070
"Intel Xeon 3085 @ 3.00GHz",NA,1070
"Mediatek MT6761V/CAB",NA,1069
"Intel Celeron 1000M @ 1.80GHz",NA,1069
"AMD Phenom II P820 Triple-Core",NA,1068
"ARM Cortex-A72 6 Core 1416 MHz",NA,1065
"Qualcomm MSM 8939 HUAWEI KIW-L24",NA,1065
"AMD Embedded G-Series GX-215JJ Radeon R2E",NA,1064
"Intel Pentium 2127U @ 1.90GHz",134,1064
"AMD Phenom X4 Quad-Core GS-6560",NA,1063
"Snapdragon 435",NA,1062
"Intel Pentium 3556U @ 1.70GHz",NA,1061
"AMD Athlon 7850 Dual-Core",69.09,1058
"Rockchip RK3562",NA,1057
"Intel Core2 Duo E8335 @ 2.66GHz",NA,1057
"MT6592T",NA,1056
"Intel Celeron G530T @ 2.00GHz",16.99,1056
"Intel Celeron 2980U @ 1.60GHz",NA,1056
"AMD A4-3420 APU",136,1054
"Hisilicon Kirin 925",NA,1053
"AMD Athlon II X2 B22",25.95,1053
"AMD A6-9220C",NA,1053
"Intel Atom E3845 @ 1.91GHz",NA,1052
"MT8168B",NA,1050
"MediaTek MT6750",NA,1047
"Intel Core2 Duo T9500 @ 2.60GHz",108.02,1046
"Intel Celeron N2940 @ 1.83GHz",NA,1044
"AMD GX-222GC SOC",NA,1044
"AMD Athlon II X2 220",59.95,1043
"Qualcomm MSM8937",NA,1043
"Intel Core2 Duo P9600 @ 2.53GHz",22.5,1040
"Intel Pentium E5500 @ 2.80GHz",15.99,1040
"MT8783",NA,1039
"JLQ JR510",NA,1039
"AMD Athlon II X2 240",24.95,1039
"AMD Opteron 2218",455,1036
"Intel Pentium 3558U @ 1.70GHz",NA,1036
"AMD Opteron 1220",NA,1036
"Intel Celeron 2981U @ 1.60GHz",NA,1036
"AMD Turion II Ultra Dual-Core Mobile M640",NA,1034
"Intel Pentium E6300 @ 2.80GHz",45.99,1032
"Samsung Exynos 7870",NA,1031
"MediaTek MT8168",NA,1029
"Intel Atom C3338 @ 1.50GHz",NA,1028
"Intel Celeron U1900 @ 1.99GHz",NA,1028
"tn8",NA,1027
"Intel Core2 Duo E7400 @ 2.80GHz",48.99,1027
"Intel Xeon 3070 @ 2.66GHz",28.65,1025
"Intel Core i3-330M @ 2.13GHz",149.95,1023
"MT6762V/CR",NA,1022
"ARM Cortex-A57 8 Core 1500 MHz",NA,1022
"Intel Pentium 2117U @ 1.80GHz",134,1021
"Intel Celeron G1820TE @ 2.20GHz",NA,1020
"Intel Core2 Duo E8235 @ 2.80GHz",NA,1020
"Qualcomm Technologies, Inc SDM429",NA,1016
"Intel Pentium J2850 @ 2.41GHz",NA,1016
"AMD Athlon X2 240e",NA,1015
"Intel Core i5-560UM @ 1.33GHz",NA,1015
"Intel Celeron N2930 @ 1.83GHz",NA,1012
"Intel Core2 Duo E6750 @ 2.66GHz",10.3,1012
"AMD Turion II Ultra Dual-Core Mobile M660",NA,1011
"AMD A6-4400M APU",24.95,1010
"Rockchip RK3566 RK817 TABLET LP4X Board",NA,1010
"AMD Phenom X2 Dual-Core GE-7060",NA,1010
"AMD A6-7000 ",NA,1010
"Intel Core2 Duo T9400 @ 2.53GHz",34.95,1009
"AMD A6 PRO-7050B APU",NA,1009
"Intel Core i3-3229Y @ 1.40GHz",NA,1008
"ARM Cortex-A57 4 Core 1912 MHz",NA,1007
"AMD Phenom II P920 Quad-Core",65,1006
"Intel Core2 Duo E8335 @ 2.93GHz",NA,1002
"Intel Core i5-540UM @ 1.20GHz",NA,1002
"Mediatek t50",NA,1001
"AMD A4-4300M APU",29.86,1000
"AMD Athlon 64 X2 Dual Core 6400+",249.95,998
"Intel Celeron 1037U @ 1.80GHz",NA,998
"Intel Core2 Duo E8300 @ 2.83GHz",19.99,997
"AMD Athlon X2 215",NA,996
"Intel Pentium B950 @ 2.10GHz",NA,995
"Rockchip RK3566 EVB3 DDR3 V10 Board",NA,994
"AMD Athlon 64 FX-62 Dual Core",250,993
"Intel Core2 Duo P9500 @ 2.53GHz",998.99,993
"AMD Phenom II N620 Dual-Core",3.99,992
"Intel Core2 Duo E7200 @ 2.53GHz",47,992
"MediaTek MT6753",NA,991
"AMD Athlon II X2 4300e",NA,990
"Intel Core2 Duo E6700 @ 2.66GHz",29.99,990
"AMD Athlon 7750 Dual-Core",79.99,987
"Intel Pentium Extreme Edition 965 @ 3.73GHz",NA,987
"AMD Athlon II X2 240e",37.89,987
"ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz",NA,984
"AMD E2-9030",NA,983
"Intel Pentium B960 @ 2.20GHz",38.68,983
"Intel Xeon 3060 @ 2.40GHz",22.99,983
"Intel Core2 Duo T9300 @ 2.50GHz",94.95,979
"Mediatek MT8766A",NA,979
"AMD Opteron 1218 HE",NA,979
"AMD A6-9220e",NA,977
"Intel Core i3-2340UE @ 1.30GHz",NA,976
"Intel Pentium E5400 @ 2.70GHz",84.75,975
"Intel Core2 Duo E8135 @ 2.40GHz",NA,973
"AMD Athlon II X2 215",28.97,973
"Intel Core2 Duo T9550 @ 2.66GHz",298.95,972
"Amlogic AMLT982",NA,972
"AMD Athlon 64 FX-74",499.5,972
"Unisoc ums312",NA,972
"AMD E2-3200 APU",7.99,968
"MT6795M",NA,968
"AMD E2-9000",NA,967
"Intel Celeron B840 @ 1.90GHz",NA,967
"AMD Phenom II N640 Dual-Core",54.95,965
"Intel Xeon 5160 @ 3.00GHz",43.5,963
"Intel Atom x5-E8000 @ 1.04GHz",NA,962
"Intel Atom C2538 @ 2.40GHz",104,960
"Intel Core2 Duo P8700 @ 2.53GHz",84.95,960
"Qualcomm Technologies, Inc MSM8939",NA,959
"MediaTek MT8166B",NA,957
"MT8766A",NA,956
"AMD Opteron 285",24.95,956
"MT6750V/CS",NA,955
"AMD Turion II Ultra Dual-Core Mobile M600",16.76,955
"AMD R-260H APU",NA,954
"AMD Turion II P540 Dual-Core",49.95,954
"AMD Opteron 290",135,952
"Intel Core2 Duo P9300 @ 2.26GHz",NA,952
"Rockchip RK3566 EVB2 LP4X V10 Board",NA,951
"ARM Cortex-A57 4 Core 1479 MHz",NA,951
"MT8165",NA,950
"Intel Celeron N2920 @ 1.86GHz",NA,950
"Intel Core2 Duo T7700 @ 2.40GHz",129.95,949
"Intel Celeron 3205U @ 1.50GHz",287.04,947
"AMD Athlon II X2 4400e",NA,944
"AMD A4-3300 APU",56.61,942
"Intel Core2 Duo E7300 @ 2.66GHz",49.96,942
"Intel Core2 Duo E6600 @ 2.40GHz",112.17,942
"Intel Celeron J1850 @ 1.99GHz",NA,942
"AMD Athlon 64 X2 Dual Core 6000+",38.5,939
"AMD Athlon X2 255",NA,938
"Intel Core2 Duo P8800 @ 2.66GHz",56.99,937
"Intel Celeron E3500 @ 2.70GHz",14.99,935
"MT6750V/WS",NA,934
"AMD Phenom II P650 Dual-Core",35,933
"Pentium Dual-Core T4500 @ 2.30GHz",NA,932
"Intel Pentium E5200 @ 2.50GHz",40,931
"AMD Sempron X2 198 Dual-Core",NA,930
"Intel Atom x5-E3930 @ 1.30GHz",NA,928
"Intel Xeon L3406 @ 2.27GHz",257.88,928
"Samsung J7 Max LTE SWA board based on MT6757V/WL",NA,928
"ARM Cortex-A72 4 Core 1416 MHz",NA,927
"Qualcomm Technologies, Inc SCUBAIIOT",NA,926
"Intel Xeon 5150 @ 2.66GHz",30.99,924
"ARM Cortex-A15 4 Core 2000 MHz",NA,923
"Rockchip RK3566",NA,922
"AMD Athlon X2 240",NA,921
"Intel Core2 Duo T7800 @ 2.60GHz",607.99,921
"ARM Cortex-A72 4 Core 2300 MHz",NA,915
"AMD Athlon Dual Core 5400B",NA,914
"Intel Xeon 5148 @ 2.33GHz",20,912
"AMD Turion II Dual-Core Mobile M540",NA,912
"AMD Athlon 64 X2 Dual Core 5600+",107.21,911
"AMD A4-1350 APU",NA,911
"AMD Opteron 1218",NA,910
"AC8259V/WAB",NA,910
"SAMSUNG Exynos7580",NA,910
"MT6761V/CBB",NA,910
"AMD Opteron 2220 SE",25,909
"Intel Core i5-520UM @ 1.07GHz",NA,908
"Intel Pentium P6200 @ 2.13GHz",24.95,908
"Intel Core2 Duo E4700 @ 2.60GHz",26.99,908
"Qualcomm Technologies, Inc MSM8952",NA,907
"AMD Athlon 64 X2 Dual Core 5400+",52.99,907
"VIA Eden X4 C4250 @ 1.2+GHz",NA,904
